filename,height_px,width_px,filesize_kb,dominant_color_hex,average_contrast,average_brightness,source,folder
129379.jpg,424,424,13,#080805,12.8785,8.1,Galaxy Zoo 2,spiral
129381.jpg,424,424,11,#0e0c08,24.9345,12.8618,Galaxy Zoo 2,spiral
129387.jpg,424,424,11,#090806,17.5397,8.5537,Galaxy Zoo 2,spiral
129388.jpg,424,424,13,#070604,12.3475,6.4813,Galaxy Zoo 2,spiral
129395.jpg,424,424,12,#0b0906,18.8858,9.4647,Galaxy Zoo 2,spiral
129404.jpg,424,424,17,#0a0906,17.6681,9.2253,Galaxy Zoo 2,spiral
129420.jpg,424,424,14,#070705,15.4469,7.3668,Galaxy Zoo 2,spiral
129429.jpg,424,424,11,#060605,14.0527,6.894,Galaxy Zoo 2,spiral
129459.jpg,424,424,9,#060707,18.4551,7.2392,Galaxy Zoo 2,spiral
129481.jpg,424,424,14,#070705,14.2941,7.2087,Galaxy Zoo 2,spiral
129484.jpg,424,424,11,#080704,16.3415,7.7393,Galaxy Zoo 2,spiral
129495.jpg,424,424,14,#0b0907,21.2063,10.0747,Galaxy Zoo 2,spiral
129542.jpg,424,424,11,#12100c,30.1729,16.389,Galaxy Zoo 2,spiral
129549.jpg,424,424,12,#070704,14.7403,7.3068,Galaxy Zoo 2,spiral
129555.jpg,424,424,12,#090705,15.2872,8.193,Galaxy Zoo 2,spiral
129556.jpg,424,424,15,#0c0907,19.699,10.147,Galaxy Zoo 2,spiral
129578.jpg,424,424,11,#080706,17.4801,7.8559,Galaxy Zoo 2,spiral
129590.jpg,424,424,14,#0f0c09,24.6591,13.2011,Galaxy Zoo 2,spiral
129619.jpg,424,424,12,#090805,16.6429,8.2288,Galaxy Zoo 2,spiral
12962.jpg,424,424,17,#0a0806,11.5874,8.94,Galaxy Zoo 2,spiral
129626.jpg,424,424,10,#0b0906,19.5758,9.7645,Galaxy Zoo 2,spiral
129652.jpg,424,424,8,#0a0906,21.7722,9.4809,Galaxy Zoo 2,spiral
129655.jpg,424,424,10,#080705,17.0354,7.9178,Galaxy Zoo 2,spiral
129710.jpg,424,424,12,#0b0a07,20.4631,10.3176,Galaxy Zoo 2,spiral
129729.jpg,424,424,12,#070605,14.2891,6.8919,Galaxy Zoo 2,spiral
129738.jpg,424,424,16,#15130c,23.7544,19.2665,Galaxy Zoo 2,spiral
129741.jpg,424,424,14,#0a0604,11.3345,7.44,Galaxy Zoo 2,spiral
129761.jpg,424,424,15,#100b09,23.1286,12.7892,Galaxy Zoo 2,spiral
129772.jpg,424,424,17,#0e0b09,23.1614,11.8849,Galaxy Zoo 2,spiral
12978.jpg,424,424,14,#070805,15.6026,7.6476,Galaxy Zoo 2,spiral
129781.jpg,424,424,11,#080704,15.9946,7.5416,Galaxy Zoo 2,spiral
129803.jpg,424,424,12,#080809,21.5034,8.7977,Galaxy Zoo 2,spiral
129810.jpg,424,424,12,#060605,14.2061,6.5893,Galaxy Zoo 2,spiral
129813.jpg,424,424,20,#110e0f,12.2871,15.6839,Galaxy Zoo 2,spiral
129817.jpg,424,424,10,#080705,15.928,7.6698,Galaxy Zoo 2,spiral
129845.jpg,424,424,10,#080704,15.4121,7.1395,Galaxy Zoo 2,spiral
129850.jpg,424,424,17,#070706,14.3163,7.6154,Galaxy Zoo 2,spiral
12986.jpg,424,424,20,#0d0906,13.2997,10.1092,Galaxy Zoo 2,spiral
129886.jpg,424,424,14,#080807,16.0468,8.4272,Galaxy Zoo 2,spiral
129914.jpg,424,424,13,#090909,17.9314,9.1602,Galaxy Zoo 2,spiral
129924.jpg,424,424,16,#0b0a08,20.4076,10.7867,Galaxy Zoo 2,spiral
129937.jpg,424,424,13,#0a0906,16.3004,9.65,Galaxy Zoo 2,spiral
129938.jpg,424,424,15,#0b0b09,22.5081,11.3553,Galaxy Zoo 2,spiral
129941.jpg,424,424,10,#080705,17.3696,7.9276,Galaxy Zoo 2,spiral
129955.jpg,424,424,15,#040503,8.6166,4.942,Galaxy Zoo 2,spiral
129967.jpg,424,424,11,#090808,17.2093,8.9685,Galaxy Zoo 2,spiral
129984.jpg,424,424,17,#0b0a07,19.0167,10.786,Galaxy Zoo 2,spiral
130001.jpg,424,424,15,#060705,10.9451,6.7141,Galaxy Zoo 2,spiral
130025.jpg,424,424,10,#0a0905,19.7858,9.1507,Galaxy Zoo 2,spiral
13003.jpg,424,424,12,#0b0906,17.5874,9.7987,Galaxy Zoo 2,spiral
130034.jpg,424,424,11,#080806,18.0233,8.373,Galaxy Zoo 2,spiral
13004.jpg,424,424,12,#0f100e,24.9869,15.8961,Galaxy Zoo 2,spiral
130045.jpg,424,424,16,#201915,35.3998,27.3164,Galaxy Zoo 2,spiral
130057.jpg,424,424,17,#080807,17.0256,8.318,Galaxy Zoo 2,spiral
130077.jpg,424,424,14,#080705,12.3152,7.5503,Galaxy Zoo 2,spiral
130090.jpg,424,424,14,#0c0906,19.0014,10.281,Galaxy Zoo 2,spiral
130093.jpg,424,424,18,#0b0906,16.1907,9.5136,Galaxy Zoo 2,spiral
130097.jpg,424,424,16,#0a0907,17.331,9.4085,Galaxy Zoo 2,spiral
130121.jpg,424,424,19,#0b0a07,17.1934,10.1291,Galaxy Zoo 2,spiral
13013.jpg,424,424,13,#120c08,21.6553,13.4974,Galaxy Zoo 2,spiral
130134.jpg,424,424,10,#0b0b07,23.6324,11.1153,Galaxy Zoo 2,spiral
130149.jpg,424,424,14,#0b0907,18.8508,9.7002,Galaxy Zoo 2,spiral
130160.jpg,424,424,14,#060604,10.5634,6.338,Galaxy Zoo 2,spiral
130168.jpg,424,424,11,#060604,13.7963,6.6377,Galaxy Zoo 2,spiral
130180.jpg,424,424,13,#0a0a07,19.4489,9.9721,Galaxy Zoo 2,spiral
130184.jpg,424,424,12,#090805,16.6855,8.6568,Galaxy Zoo 2,spiral
130188.jpg,424,424,12,#0e0b07,21.5069,12.1408,Galaxy Zoo 2,spiral
13019.jpg,424,424,13,#0b0906,15.3551,9.7528,Galaxy Zoo 2,spiral
130191.jpg,424,424,12,#060705,13.8782,6.7701,Galaxy Zoo 2,spiral
130200.jpg,424,424,8,#0a0906,21.9957,9.7177,Galaxy Zoo 2,spiral
130211.jpg,424,424,10,#080906,19.0878,8.6255,Galaxy Zoo 2,spiral
130222.jpg,424,424,12,#100e09,25.6314,14.4548,Galaxy Zoo 2,spiral
130229.jpg,424,424,15,#0a0905,17.008,9.3429,Galaxy Zoo 2,spiral
130232.jpg,424,424,9,#090806,19.0413,8.7315,Galaxy Zoo 2,spiral
13024.jpg,424,424,12,#080705,15.2437,7.8574,Galaxy Zoo 2,spiral
130246.jpg,424,424,11,#090805,16.6426,8.2678,Galaxy Zoo 2,spiral
130259.jpg,424,424,15,#0a0806,16.8714,8.929,Galaxy Zoo 2,spiral
130267.jpg,424,424,10,#0b0c08,24.9336,11.6594,Galaxy Zoo 2,spiral
13028.jpg,424,424,18,#100d0c,25.1401,14.2745,Galaxy Zoo 2,spiral
130280.jpg,424,424,14,#060604,10.0176,6.0238,Galaxy Zoo 2,spiral
130295.jpg,424,424,12,#0a0a09,22.4923,10.3765,Galaxy Zoo 2,spiral
130314.jpg,424,424,13,#070604,14.5875,7.0301,Galaxy Zoo 2,spiral
130329.jpg,424,424,13,#070706,13.3275,7.4317,Galaxy Zoo 2,spiral
130342.jpg,424,424,15,#0f0e09,23.1464,14.2618,Galaxy Zoo 2,spiral
130344.jpg,424,424,11,#060704,15.8467,6.8216,Galaxy Zoo 2,spiral
130351.jpg,424,424,11,#0b0b08,22.059,11.1088,Galaxy Zoo 2,spiral
130358.jpg,424,424,10,#080809,21.089,8.6028,Galaxy Zoo 2,spiral
130361.jpg,424,424,11,#070604,13.2189,6.3275,Galaxy Zoo 2,spiral
130374.jpg,424,424,14,#0c0c0c,27.402,12.6902,Galaxy Zoo 2,spiral
130380.jpg,424,424,10,#0c0b0a,22.099,11.7309,Galaxy Zoo 2,spiral
130400.jpg,424,424,10,#080806,18.1209,8.7133,Galaxy Zoo 2,spiral
130418.jpg,424,424,13,#080705,13.4817,7.6369,Galaxy Zoo 2,spiral
130436.jpg,424,424,10,#070705,16.6873,7.3763,Galaxy Zoo 2,spiral
130451.jpg,424,424,10,#10100e,28.9159,15.9972,Galaxy Zoo 2,spiral
130471.jpg,424,424,13,#0b0905,17.7519,9.913,Galaxy Zoo 2,spiral
130477.jpg,424,424,15,#070604,13.9086,6.83,Galaxy Zoo 2,spiral
130492.jpg,424,424,17,#080705,13.877,7.5303,Galaxy Zoo 2,spiral
130506.jpg,424,424,13,#0a0906,17.7785,9.4474,Galaxy Zoo 2,spiral
130510.jpg,424,424,13,#060504,10.3178,5.8509,Galaxy Zoo 2,spiral
130511.jpg,424,424,17,#0a0a09,22.6868,10.4376,Galaxy Zoo 2,spiral
130542.jpg,424,424,11,#0c0b08,21.7822,11.3307,Galaxy Zoo 2,spiral
130557.jpg,424,424,12,#090906,16.6247,9.0256,Galaxy Zoo 2,spiral
130569.jpg,424,424,13,#0d0c08,24.1047,12.6127,Galaxy Zoo 2,spiral
130582.jpg,424,424,13,#0c0b09,24.1542,11.3883,Galaxy Zoo 2,spiral
130600.jpg,424,424,10,#090806,17.2795,8.5861,Galaxy Zoo 2,spiral
130608.jpg,424,424,15,#080706,15.751,7.8422,Galaxy Zoo 2,spiral
130617.jpg,424,424,16,#0b0907,18.3929,10.3646,Galaxy Zoo 2,spiral
130619.jpg,424,424,15,#0b0908,18.1954,9.856,Galaxy Zoo 2,spiral
130626.jpg,424,424,15,#070605,11.03,6.5214,Galaxy Zoo 2,spiral
130634.jpg,424,424,11,#070605,13.1084,6.7818,Galaxy Zoo 2,spiral
130669.jpg,424,424,16,#0d0b08,21.0674,11.4765,Galaxy Zoo 2,spiral
130676.jpg,424,424,14,#0d0b09,23.2701,11.8216,Galaxy Zoo 2,spiral
130687.jpg,424,424,12,#0a0907,18.9373,9.7283,Galaxy Zoo 2,spiral
130688.jpg,424,424,11,#0d0a08,20.046,11.2795,Galaxy Zoo 2,spiral
130689.jpg,424,424,12,#090705,15.7306,7.8281,Galaxy Zoo 2,spiral
130691.jpg,424,424,19,#0d0c09,22.141,12.4884,Galaxy Zoo 2,spiral
1307.jpg,424,424,9,#100e09,23.636,14.9348,Galaxy Zoo 2,spiral
130708.jpg,424,424,12,#080705,16.5225,7.6978,Galaxy Zoo 2,spiral
130730.jpg,424,424,15,#090705,14.4144,7.9284,Galaxy Zoo 2,spiral
130754.jpg,424,424,14,#0a0807,16.1147,9.2323,Galaxy Zoo 2,spiral
130780.jpg,424,424,15,#090704,15.4124,8.0844,Galaxy Zoo 2,spiral
130794.jpg,424,424,13,#0a0805,17.5495,8.7464,Galaxy Zoo 2,spiral
130805.jpg,424,424,11,#0d0b07,23.5633,11.8856,Galaxy Zoo 2,spiral
130820.jpg,424,424,10,#090806,18.5449,8.6157,Galaxy Zoo 2,spiral
130842.jpg,424,424,17,#070705,12.8936,7.3004,Galaxy Zoo 2,spiral
130845.jpg,424,424,12,#0c0a06,18.743,10.2916,Galaxy Zoo 2,spiral
130848.jpg,424,424,15,#0c0806,14.8573,8.9853,Galaxy Zoo 2,spiral
130863.jpg,424,424,11,#0a0806,19.7772,8.8176,Galaxy Zoo 2,spiral
130868.jpg,424,424,11,#090804,15.8544,8.1125,Galaxy Zoo 2,spiral
130880.jpg,424,424,17,#0d0907,18.8497,10.5782,Galaxy Zoo 2,spiral
130903.jpg,424,424,15,#080704,13.9033,7.4831,Galaxy Zoo 2,spiral
130921.jpg,424,424,13,#0a0806,18.7284,8.8243,Galaxy Zoo 2,spiral
130926.jpg,424,424,12,#0b0907,18.2065,9.8481,Galaxy Zoo 2,spiral
130928.jpg,424,424,14,#0e0d0b,23.8245,13.3074,Galaxy Zoo 2,spiral
130952.jpg,424,424,9,#100f0a,26.9704,15.1609,Galaxy Zoo 2,spiral
130955.jpg,424,424,13,#090806,18.0231,8.7766,Galaxy Zoo 2,spiral
130970.jpg,424,424,10,#0a0905,17.8372,9.4177,Galaxy Zoo 2,spiral
130980.jpg,424,424,10,#0a0a08,20.8634,10.2243,Galaxy Zoo 2,spiral
131002.jpg,424,424,13,#0c0a06,16.3436,10.7999,Galaxy Zoo 2,spiral
131016.jpg,424,424,13,#080705,13.814,7.5287,Galaxy Zoo 2,spiral
131037.jpg,424,424,16,#080605,11.2814,6.9132,Galaxy Zoo 2,spiral
131046.jpg,424,424,15,#090907,18.9508,9.5678,Galaxy Zoo 2,spiral
131065.jpg,424,424,10,#060604,13.9805,6.2913,Galaxy Zoo 2,spiral
131066.jpg,424,424,11,#080706,15.5358,7.7565,Galaxy Zoo 2,spiral
131076.jpg,424,424,21,#151311,16.5151,19.8314,Galaxy Zoo 2,spiral
131083.jpg,424,424,12,#0b0905,16.7724,9.3813,Galaxy Zoo 2,spiral
131107.jpg,424,424,13,#0d0b08,20.2407,11.9308,Galaxy Zoo 2,spiral
131121.jpg,424,424,13,#0d0b08,23.3175,11.4304,Galaxy Zoo 2,spiral
131122.jpg,424,424,13,#090805,18.3289,8.3608,Galaxy Zoo 2,spiral
131132.jpg,424,424,10,#0b0907,20.6558,10.0019,Galaxy Zoo 2,spiral
131133.jpg,424,424,11,#100a07,22.1711,11.5914,Galaxy Zoo 2,spiral
131140.jpg,424,424,12,#0a0806,15.5665,8.8177,Galaxy Zoo 2,spiral
131144.jpg,424,424,12,#070604,12.4006,6.9823,Galaxy Zoo 2,spiral
131150.jpg,424,424,18,#0b0a07,18.8236,10.219,Galaxy Zoo 2,spiral
13116.jpg,424,424,12,#070806,16.5151,7.9312,Galaxy Zoo 2,spiral
131169.jpg,424,424,14,#100a09,17.8385,12.2358,Galaxy Zoo 2,spiral
131177.jpg,424,424,14,#702738,19.7181,63.6306,Galaxy Zoo 2,spiral
131201.jpg,424,424,10,#090a08,20.5358,10.2865,Galaxy Zoo 2,spiral
131226.jpg,424,424,11,#0a0909,20.568,9.919,Galaxy Zoo 2,spiral
131228.jpg,424,424,13,#0a0906,18.3359,9.4087,Galaxy Zoo 2,spiral
131231.jpg,424,424,10,#060805,14.7218,7.2474,Galaxy Zoo 2,spiral
131234.jpg,424,424,12,#0a0a08,17.5631,9.9161,Galaxy Zoo 2,spiral
131246.jpg,424,424,11,#060706,13.7805,6.7992,Galaxy Zoo 2,spiral
131253.jpg,424,424,11,#080806,16.1854,8.3992,Galaxy Zoo 2,spiral
131284.jpg,424,424,13,#050504,11.0319,5.4618,Galaxy Zoo 2,spiral
131285.jpg,424,424,9,#080807,19.9025,8.3474,Galaxy Zoo 2,spiral
131286.jpg,424,424,10,#0a0a08,19.5497,10.6904,Galaxy Zoo 2,spiral
131299.jpg,424,424,13,#080705,15.8812,7.9274,Galaxy Zoo 2,spiral
131307.jpg,424,424,12,#060605,13.4301,6.614,Galaxy Zoo 2,spiral
131323.jpg,424,424,11,#090907,21.4733,9.3201,Galaxy Zoo 2,spiral
131330.jpg,424,424,12,#090805,17.2621,8.5758,Galaxy Zoo 2,spiral
131342.jpg,424,424,12,#080704,14.0754,7.2849,Galaxy Zoo 2,spiral
131353.jpg,424,424,16,#0d0b0a,22.1254,11.9037,Galaxy Zoo 2,spiral
131372.jpg,424,424,12,#0f0d09,22.1851,13.2549,Galaxy Zoo 2,spiral
13139.jpg,424,424,10,#060604,15.6552,6.3557,Galaxy Zoo 2,spiral
131399.jpg,424,424,16,#0b0a09,21.6576,10.7489,Galaxy Zoo 2,spiral
1314.jpg,424,424,9,#090806,19.489,8.5811,Galaxy Zoo 2,spiral
131413.jpg,424,424,13,#0f0f0b,20.6249,15.1757,Galaxy Zoo 2,spiral
131422.jpg,424,424,18,#0a0706,14.2783,8.4969,Galaxy Zoo 2,spiral
131423.jpg,424,424,11,#090806,18.1463,8.7726,Galaxy Zoo 2,spiral
131441.jpg,424,424,14,#0b0806,15.6494,9.3936,Galaxy Zoo 2,spiral
13146.jpg,424,424,17,#0a0906,16.7184,9.5344,Galaxy Zoo 2,spiral
131465.jpg,424,424,9,#0e0d09,25.5854,13.1724,Galaxy Zoo 2,spiral
13149.jpg,424,424,12,#090705,18.7963,8.0698,Galaxy Zoo 2,spiral
131499.jpg,424,424,15,#090806,16.1127,8.559,Galaxy Zoo 2,spiral
13150.jpg,424,424,15,#090706,11.972,8.114,Galaxy Zoo 2,spiral
131502.jpg,424,424,12,#060604,12.3217,6.2853,Galaxy Zoo 2,spiral
131508.jpg,424,424,10,#090806,18.0015,8.7742,Galaxy Zoo 2,spiral
131510.jpg,424,424,11,#100e0b,26.4309,14.5328,Galaxy Zoo 2,spiral
131517.jpg,424,424,12,#0b0a06,17.6459,10.3945,Galaxy Zoo 2,spiral
13153.jpg,424,424,10,#090a09,19.9827,10.0327,Galaxy Zoo 2,spiral
131546.jpg,424,424,15,#090706,13.8411,8.0885,Galaxy Zoo 2,spiral
131557.jpg,424,424,14,#0a0907,19.2983,9.3081,Galaxy Zoo 2,spiral
131595.jpg,424,424,9,#090a07,21.2073,9.7562,Galaxy Zoo 2,spiral
131597.jpg,424,424,14,#0e0a08,20.3408,11.7503,Galaxy Zoo 2,spiral
131607.jpg,424,424,17,#080705,13.7045,7.6465,Galaxy Zoo 2,spiral
131627.jpg,424,424,16,#0a0907,16.521,9.3699,Galaxy Zoo 2,spiral
131633.jpg,424,424,12,#0b0905,16.625,9.3912,Galaxy Zoo 2,spiral
131636.jpg,424,424,16,#150e0b,25.4673,15.9717,Galaxy Zoo 2,spiral
131639.jpg,424,424,12,#090806,15.8459,8.4638,Galaxy Zoo 2,spiral
131650.jpg,424,424,17,#0b0907,16.368,9.7802,Galaxy Zoo 2,spiral
131666.jpg,424,424,15,#0d0908,14.6914,10.7172,Galaxy Zoo 2,spiral
13168.jpg,424,424,12,#0d0907,18.8385,10.6693,Galaxy Zoo 2,spiral
131693.jpg,424,424,11,#060605,13.8113,6.7683,Galaxy Zoo 2,spiral
131706.jpg,424,424,13,#080706,17.8862,8.0307,Galaxy Zoo 2,spiral
131731.jpg,424,424,16,#080605,12.8634,6.9835,Galaxy Zoo 2,spiral
131733.jpg,424,424,19,#0b0807,15.4761,9.4118,Galaxy Zoo 2,spiral
131754.jpg,424,424,13,#080705,13.8542,7.5562,Galaxy Zoo 2,spiral
131777.jpg,424,424,9,#0a0907,21.4255,9.9142,Galaxy Zoo 2,spiral
13178.jpg,424,424,15,#090908,18.9432,9.1955,Galaxy Zoo 2,spiral
131814.jpg,424,424,14,#090806,14.0983,8.4701,Galaxy Zoo 2,spiral
131816.jpg,424,424,12,#060604,12.3846,6.331,Galaxy Zoo 2,spiral
131831.jpg,424,424,15,#0b0a07,17.5733,10.5558,Galaxy Zoo 2,spiral
131864.jpg,424,424,15,#0f0b0b,22.2576,12.7268,Galaxy Zoo 2,spiral
131879.jpg,424,424,16,#0a0907,18.3482,9.1967,Galaxy Zoo 2,spiral
131896.jpg,424,424,14,#0e0c09,24.6263,12.6805,Galaxy Zoo 2,spiral
131905.jpg,424,424,13,#0a0906,15.6254,9.246,Galaxy Zoo 2,spiral
131907.jpg,424,424,11,#090805,16.5563,8.1828,Galaxy Zoo 2,spiral
131921.jpg,424,424,14,#060605,10.818,6.3733,Galaxy Zoo 2,spiral
131924.jpg,424,424,13,#0b0a09,18.3255,10.7285,Galaxy Zoo 2,spiral
131955.jpg,424,424,10,#0a0908,20.4357,9.6587,Galaxy Zoo 2,spiral
131984.jpg,424,424,12,#100b08,18.4207,12.2448,Galaxy Zoo 2,spiral
131993.jpg,424,424,14,#090a06,13.8236,9.5813,Galaxy Zoo 2,spiral
132007.jpg,424,424,10,#0b0a07,21.7975,10.2842,Galaxy Zoo 2,spiral
132014.jpg,424,424,10,#0a0805,18.1462,8.7946,Galaxy Zoo 2,spiral
13202.jpg,424,424,14,#060603,11.9993,6.1681,Galaxy Zoo 2,spiral
132037.jpg,424,424,12,#070604,14.7832,6.7074,Galaxy Zoo 2,spiral
132045.jpg,424,424,14,#0d0c0a,23.5844,12.3314,Galaxy Zoo 2,spiral
132048.jpg,424,424,11,#090906,20.3767,9.1308,Galaxy Zoo 2,spiral
132069.jpg,424,424,15,#070706,15.5794,7.656,Galaxy Zoo 2,spiral
132077.jpg,424,424,22,#0f0c09,15.4291,13.1993,Galaxy Zoo 2,spiral
132093.jpg,424,424,12,#0a0806,17.182,9.1179,Galaxy Zoo 2,spiral
132101.jpg,424,424,18,#160d0b,25.3847,15.9878,Galaxy Zoo 2,spiral
13212.jpg,424,424,13,#140d09,21.6063,15.2033,Galaxy Zoo 2,spiral
132122.jpg,424,424,14,#0c0a08,17.9639,10.8162,Galaxy Zoo 2,spiral
132141.jpg,424,424,12,#070706,13.2584,7.2078,Galaxy Zoo 2,spiral
132151.jpg,424,424,11,#060705,13.7237,6.6494,Galaxy Zoo 2,spiral
132154.jpg,424,424,13,#0b0a06,16.6652,9.8952,Galaxy Zoo 2,spiral
132157.jpg,424,424,12,#0e0906,17.3386,10.6591,Galaxy Zoo 2,spiral
132164.jpg,424,424,14,#090806,13.4151,8.6298,Galaxy Zoo 2,spiral
132174.jpg,424,424,19,#0d0b08,21.3276,11.7449,Galaxy Zoo 2,spiral
132189.jpg,424,424,16,#080706,14.6321,7.8957,Galaxy Zoo 2,spiral
132191.jpg,424,424,13,#090906,16.9499,9.1156,Galaxy Zoo 2,spiral
132206.jpg,424,424,13,#090704,13.0865,7.6714,Galaxy Zoo 2,spiral
132209.jpg,424,424,13,#090705,14.4818,7.7051,Galaxy Zoo 2,spiral
132216.jpg,424,424,12,#080705,15.154,7.4602,Galaxy Zoo 2,spiral
13222.jpg,424,424,16,#0d0d0d,23.0439,13.3364,Galaxy Zoo 2,spiral
132260.jpg,424,424,16,#0b0906,16.7966,9.4991,Galaxy Zoo 2,spiral
132269.jpg,424,424,11,#0a0906,19.9758,9.5252,Galaxy Zoo 2,spiral
132270.jpg,424,424,22,#151009,22.1831,17.0755,Galaxy Zoo 2,spiral
132273.jpg,424,424,10,#0d0a08,22.4665,10.9971,Galaxy Zoo 2,spiral
132301.jpg,424,424,11,#090805,16.9102,8.6602,Galaxy Zoo 2,spiral
132314.jpg,424,424,12,#070605,14.7899,6.854,Galaxy Zoo 2,spiral
132319.jpg,424,424,11,#0c0907,18.5411,9.8617,Galaxy Zoo 2,spiral
132366.jpg,424,424,13,#0b0705,13.6182,8.7277,Galaxy Zoo 2,spiral
132383.jpg,424,424,10,#0a0a07,20.718,10.1791,Galaxy Zoo 2,spiral
132406.jpg,424,424,12,#070705,16.3956,7.3461,Galaxy Zoo 2,spiral
13241.jpg,424,424,14,#0c0a06,17.3584,10.7224,Galaxy Zoo 2,spiral
132417.jpg,424,424,10,#080705,17.1674,7.9647,Galaxy Zoo 2,spiral
132426.jpg,424,424,12,#080604,14.3061,6.6285,Galaxy Zoo 2,spiral
132441.jpg,424,424,13,#080706,17.8934,7.884,Galaxy Zoo 2,spiral
132444.jpg,424,424,13,#090a07,16.3552,9.8961,Galaxy Zoo 2,spiral
132445.jpg,424,424,12,#080804,14.6994,7.9436,Galaxy Zoo 2,spiral
132451.jpg,424,424,11,#16110c,29.1261,18.5807,Galaxy Zoo 2,spiral
132454.jpg,424,424,10,#0a0906,19.068,9.0254,Galaxy Zoo 2,spiral
1325.jpg,424,424,10,#0b0906,19.3242,10.08,Galaxy Zoo 2,spiral
13250.jpg,424,424,12,#080905,15.0777,8.5242,Galaxy Zoo 2,spiral
132503.jpg,424,424,21,#0d0a07,17.2569,11.3163,Galaxy Zoo 2,spiral
132512.jpg,424,424,13,#0c0906,16.7589,10.0542,Galaxy Zoo 2,spiral
132513.jpg,424,424,14,#0c0a07,17.1128,10.4154,Galaxy Zoo 2,spiral
132539.jpg,424,424,11,#080704,15.4122,7.798,Galaxy Zoo 2,spiral
132544.jpg,424,424,12,#0e0e09,20.3992,13.6811,Galaxy Zoo 2,spiral
132547.jpg,424,424,16,#0c0906,19.4814,10.2674,Galaxy Zoo 2,spiral
132555.jpg,424,424,11,#110e0b,25.2133,15.1429,Galaxy Zoo 2,spiral
132585.jpg,424,424,10,#0d0a09,21.9988,11.2172,Galaxy Zoo 2,spiral
13260.jpg,424,424,12,#0d0c07,21.6076,12.1958,Galaxy Zoo 2,spiral
132603.jpg,424,424,11,#050504,12.6743,5.7801,Galaxy Zoo 2,spiral
132613.jpg,424,424,14,#080604,10.6424,7.0582,Galaxy Zoo 2,spiral
132614.jpg,424,424,12,#0c0905,17.0037,9.8186,Galaxy Zoo 2,spiral
132617.jpg,424,424,12,#130f0b,26.8474,16.2105,Galaxy Zoo 2,spiral
132627.jpg,424,424,18,#0a0806,15.6455,9.0742,Galaxy Zoo 2,spiral
13264.jpg,424,424,12,#0b0a07,18.9265,10.4057,Galaxy Zoo 2,spiral
132652.jpg,424,424,18,#090806,14.4233,8.3389,Galaxy Zoo 2,spiral
132656.jpg,424,424,12,#080704,13.834,7.7694,Galaxy Zoo 2,spiral
132666.jpg,424,424,14,#110c09,24.7662,13.6242,Galaxy Zoo 2,spiral
132667.jpg,424,424,18,#0e0906,17.0734,10.4081,Galaxy Zoo 2,spiral
132671.jpg,424,424,16,#0b0704,11.3847,8.4125,Galaxy Zoo 2,spiral
132683.jpg,424,424,12,#070804,13.5234,7.5951,Galaxy Zoo 2,spiral
132685.jpg,424,424,16,#090906,15.9105,8.7948,Galaxy Zoo 2,spiral
132689.jpg,424,424,15,#090705,15.6439,8.0493,Galaxy Zoo 2,spiral
132703.jpg,424,424,12,#060604,14.4784,6.2371,Galaxy Zoo 2,spiral
132705.jpg,424,424,17,#0a0705,14.5573,8.2585,Galaxy Zoo 2,spiral
132713.jpg,424,424,17,#090705,14.5474,7.9268,Galaxy Zoo 2,spiral
13274.jpg,424,424,12,#0c0906,16.8839,9.77,Galaxy Zoo 2,spiral
132751.jpg,424,424,12,#080705,16.9065,7.4709,Galaxy Zoo 2,spiral
132765.jpg,424,424,18,#0c0a09,22.9944,11.2976,Galaxy Zoo 2,spiral
132769.jpg,424,424,10,#090604,15.5438,7.3161,Galaxy Zoo 2,spiral
132776.jpg,424,424,11,#0a0706,17.1523,8.38,Galaxy Zoo 2,spiral
132780.jpg,424,424,12,#0a0b07,23.5809,10.8966,Galaxy Zoo 2,spiral
132784.jpg,424,424,15,#070705,11.7601,7.1079,Galaxy Zoo 2,spiral
132790.jpg,424,424,13,#0e0b07,19.8976,11.6715,Galaxy Zoo 2,spiral
132798.jpg,424,424,13,#090805,14.6986,8.3721,Galaxy Zoo 2,spiral
13281.jpg,424,424,19,#090805,13.1307,8.5098,Galaxy Zoo 2,spiral
132811.jpg,424,424,10,#090805,16.5745,8.5559,Galaxy Zoo 2,spiral
132815.jpg,424,424,15,#090706,16.2016,8.1671,Galaxy Zoo 2,spiral
132834.jpg,424,424,21,#090705,8.8756,8.0168,Galaxy Zoo 2,spiral
132836.jpg,424,424,12,#0e0b08,20.0907,11.6838,Galaxy Zoo 2,spiral
132840.jpg,424,424,12,#070704,15.0543,7.2735,Galaxy Zoo 2,spiral
132845.jpg,424,424,15,#070705,14.332,7.2352,Galaxy Zoo 2,spiral
132851.jpg,424,424,12,#080905,16.9822,8.6578,Galaxy Zoo 2,spiral
132860.jpg,424,424,20,#0d0806,13.4007,9.7332,Galaxy Zoo 2,spiral
132873.jpg,424,424,18,#0a0806,17.1823,9.0474,Galaxy Zoo 2,spiral
13288.jpg,424,424,12,#090805,16.013,8.5658,Galaxy Zoo 2,spiral
132884.jpg,424,424,12,#0b0906,16.9943,10.0088,Galaxy Zoo 2,spiral
132888.jpg,424,424,12,#060604,12.5713,6.2194,Galaxy Zoo 2,spiral
132891.jpg,424,424,11,#080704,17.1502,7.3435,Galaxy Zoo 2,spiral
